,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
738,6.15,-13.301786,112.659706,-24.330023,0.824111,103.203163,-22.604555,4.776732,90.411179,-20.852861,18.174494,80.895271,-18.002199,2.625038,110.918976,-23.896748,18.717012,111.766586,-23.534958,18.645678,96.36087,-20.57999,1.450227,79.784088,-17.854174,-13.825543,97.093224,-19.574568,-13.165744,82.984978,-12.49689
739,6.158,-13.304249,112.755798,-24.112827,0.815918,103.332306,-22.200033,4.754827,90.539055,-20.317667,18.145449,81.064972,-17.35516,2.599981,110.990814,-23.659481,18.703609,111.854538,-23.316332,18.63405,96.479454,-20.123114,1.425476,79.971817,-17.168116,-13.842288,97.251114,-19.136868,-13.234007,83.182404,-12.015162
740,6.166,-13.310997,112.877098,-23.950178,0.798102,103.453918,-21.828451,4.716926,90.68248,-19.795849,18.12278,81.230225,-16.71722,2.606444,111.108292,-23.394608,18.701496,111.953651,-23.134735,18.615789,96.607002,-19.688976,1.409929,80.16877,-16.4897,-13.869145,97.424385,-18.725367,-13.316017,83.385132,-11.572554
741,6.174,-13.315145,112.986801,-23.797163,0.792723,103.598167,-21.499178,4.698648,90.845177,-19.283873,18.093256,81.408722,-16.082684,2.599877,111.192413,-23.179644,18.705795,112.054428,-22.982168,18.606884,96.746185,-19.279224,1.367161,80.36721,-15.842398,-13.894086,97.607964,-18.358889,-13.404582,83.595314,-11.172149
742,6.183,-13.32937,113.108948,-23.665697,0.791533,103.764412,-21.09639,4.671509,91.034676,-18.72998,18.065435,81.645157,-15.368139,2.617229,111.274704,-22.944975,18.716932,112.16333,-22.831823,18.584545,96.913849,-18.847738,1.317216,80.612061,-15.130973,-13.90295,97.817245,-17.96859,-13.499421,83.842812,-10.759419
743,6.191,-13.332979,113.221207,-23.588095,0.787784,103.918282,-20.750765,4.639234,91.220566,-18.254141,18.014626,81.847099,-14.736955,2.600731,111.373772,-22.778444,18.710226,112.27446,-22.707571,18.565197,97.065208,-18.49626,1.281744,80.829903,-14.519856,-13.907911,97.981674,-17.642418,-13.590163,84.058823,-10.415136
744,6.2,-13.334743,113.342056,-23.511454,0.77202,104.09404,-20.426298,4.601943,91.44223,-17.734386,17.975986,82.081207,-14.053864,2.581229,111.465813,-22.633728,18.709227,112.37867,-22.604197,18.554312,97.235924,-18.109673,1.246972,81.075134,-13.868521,-13.90911,98.184067,-17.328901,-13.695322,84.298668,-10.07758
745,6.208,-13.338759,113.454559,-23.495104,0.788475,104.243973,-20.111275,4.58012,91.63916,-17.271175,17.95298,82.322281,-13.461431,2.569366,111.548912,-22.525675,18.710726,112.490776,-22.542854,18.534718,97.382774,-17.805635,1.21428,81.311928,-13.317534,-13.902701,98.369415,-17.103609,-13.800889,84.5522,-9.826438
746,6.216,-13.333133,113.571808,-23.493887,0.773773,104.428497,-19.852243,4.565914,91.848526,-16.828865,17.921656,82.576439,-12.867008,2.560559,111.654938,-22.448769,18.713709,112.604927,-22.500233,18.517443,97.538391,-17.523209,1.184514,81.552055,-12.789136,-13.887874,98.547653,-16.894932,-13.889657,84.771362,-9.590524
747,6.224,-13.317969,113.666283,-23.51387,0.791102,104.577721,-19.598978,4.534552,92.065514,-16.386841,17.872145,82.830597,-12.308328,2.569081,111.739059,-22.407543,18.715357,112.701973,-22.489223,18.504576,97.700233,-17.264498,1.155052,81.795944,-12.27976,-13.866903,98.726425,-16.717875,-13.961355,84.987877,-9.372746
748,6.233,-13.30502,113.778542,-23.572998,0.794906,104.757942,-19.356905,4.475991,92.338188,-15.89569,17.83819,83.111519,-11.697195,2.596743,111.82798,-22.389641,18.723967,112.813416,-22.51869,18.489548,97.879883,-17.000719,1.114847,82.083321,-11.72164,-13.845064,98.93644,-16.582018,-14.01929,85.239716,-9.149134
749,6.241,-13.28662,113.867828,-23.643339,0.813969,104.932045,-19.152145,4.435317,92.576889,-15.488545,17.814993,83.40966,-11.149912,2.620624,111.917671,-22.397097,18.742565,112.925018,-22.561623,18.467979,98.046326,-16.798027,1.072548,82.362106,-11.252123,-13.818586,99.08567,-16.493156,-14.068751,85.456917,-8.975783
750,6.25,-13.264653,113.977013,-23.744627,0.815515,105.101326,-19.011002,4.389784,92.859032,-15.05669,17.76708,83.725937,-10.597517,2.6261,112.035599,-22.421534,18.757875,113.035774,-22.618084,18.451128,98.235146,-16.592892,1.035844,82.68013,-10.748919,-13.789968,99.265587,-16.43792,-14.115315,85.689186,-8.80479
751,6.258,-13.242893,114.079132,-23.856106,0.811826,105.263756,-18.935312,4.337183,93.120453,-14.703865,17.746519,84.011665,-10.129787,2.642915,112.115952,-22.465673,18.760517,113.128532,-22.700775,18.430002,98.390358,-16.441711,1.020038,82.955086,-10.3009,-13.765761,99.410004,-16.41577,-14.157494,85.907433,-8.694579
752,6.266,-13.194832,114.180588,-23.997875,0.803415,105.399727,-18.867817,4.311533,93.369522,-14.35562,17.715137,84.297623,-9.668106,2.661703,112.186859,-22.535814,18.77504,113.218628,-22.817839,18.425652,98.554802,-16.300568,0.996173,83.245544,-9.882291,-13.76892,99.536926,-16.417862,-14.193431,86.102791,-8.598664
753,6.275,-13.183941,114.276695,-24.12735,0.773863,105.471291,-18.830967,4.282672,93.664337,-14.021553,17.703241,84.666695,-9.190791,2.67972,112.260529,-22.644754,18.810217,113.29509,-22.956818,18.418318,98.734795,-16.176489,0.969791,83.585526,-9.441657,-13.748154,99.691261,-16.450758,-14.235202,86.326691,-8.522632
754,6.283,-13.151871,114.354324,-24.281879,0.778839,105.579926,-18.835945,4.255402,93.851913,-13.678436,17.663296,84.957008,-8.795808,2.700375,112.347771,-22.789742,18.837122,113.36367,-23.10239,18.410938,98.899467,-16.093719,0.956139,83.898636,-9.054943,-13.738239,99.817123,-16.520409,-14.274068,86.50573,-8.510659
755,6.291,-13.111143,114.439728,-24.472185,0.774642,105.735085,-18.900953,4.307493,94.136139,-13.500436,17.666363,85.288948,-8.442174,2.730239,112.411713,-22.935877,18.857122,113.448242,-23.268408,18.405912,99.050407,-16.039524,0.937748,84.225449,-8.715796,-13.712792,99.914375,-16.621729,-14.298979,86.684921,-8.462276
756,6.299,-13.085034,114.528099,-24.645126,0.795415,105.84127,-18.945608,4.293184,94.360176,-13.291764,17.613424,85.590813,-8.106128,2.738538,112.49144,-23.132212,18.876499,113.522865,-23.451447,18.407259,99.205978,-16.009748,0.935775,84.529663,-8.341188,-13.690742,100.013496,-16.768682,-14.307167,86.852615,-8.45547
757,6.308,-13.056482,114.614777,-24.872656,0.813344,105.939819,-19.014269,4.307877,94.633537,-13.088244,17.591238,85.931396,-7.751894,2.778211,112.553009,-23.343685,18.884247,113.613365,-23.669455,18.401707,99.375763,-16.005724,0.882266,84.853561,-7.916889,-13.62959,100.120308,-16.962688,-14.304312,87.020584,-8.495888
758,6.316,-13.037853,114.708649,-25.076569,0.841527,106.036743,-19.113756,4.325745,94.853462,-12.957832,17.568834,86.243698,-7.500088,2.790101,112.623009,-23.576735,18.915466,113.679268,-23.873804,18.399958,99.529419,-16.034763,0.856,85.185371,-7.582471,-13.563135,100.222466,-17.14883,-14.297221,87.182541,-8.574553
759,6.325,-12.97985,114.818916,-25.34956,0.845849,106.166611,-19.293604,4.338443,95.11293,-12.883304,17.549438,86.618736,-7.259044,2.813491,112.675003,-23.835438,18.924604,113.777832,-24.126551,18.399664,99.705856,-16.106438,0.843677,85.569656,-7.256512,-13.500921,100.321831,-17.382616,-14.244302,87.34745,-8.697072
760,6.333,-12.962939,114.924469,-25.590832,0.845943,106.242584,-19.426519,4.34441,95.352188,-12.85544,17.52713,86.950294,-7.084225,2.845816,112.724777,-24.107416,18.951199,113.859497,-24.357189,18.398064,99.854813,-16.187016,0.831544,85.930122,-7.037581,-13.402083,100.434898,-17.595383,-14.173791,87.486244,-8.842744
761,6.341,-12.931046,115.042946,-25.851954,0.845537,106.358353,-19.64164,4.346905,95.58371,-12.889001,17.523874,87.279816,-6.94613,2.865809,112.795639,-24.413771,18.962198,113.952408,-24.614347,18.401646,100.003456,-16.290543,0.83421,86.286606,-6.87357,-13.289044,100.573715,-17.835924,-14.10169,87.626694,-9.050044
762,6.349,-12.897247,115.159737,-26.116667,0.838123,106.429291,-19.827391,4.35669,95.809776,-12.963717,17.499165,87.603775,-6.838428,2.89569,112.858902,-24.702667,18.964169,114.060463,-24.878633,18.402733,100.152145,-16.438475,0.842852,86.648628,-6.775912,-13.189176,100.697922,-18.083549,-13.988583,87.762756,-9.258964
763,6.358,-12.891685,115.284668,-26.436148,0.87655,106.557693,-20.147192,4.392143,96.053406,-13.076231,17.485825,87.956467,-6.780544,2.895788,112.947479,-25.05039,18.957455,114.209732,-25.197401,18.40341,100.324722,-16.617094,0.851941,87.06868,-6.705732,-13.083437,100.852989,-18.375772,-13.837322,87.964447,-9.573053
764,6.366,-12.878482,115.411629,-26.713102,0.899325,106.678535,-20.459921,4.467618,96.261383,-13.259845,17.504892,88.277199,-6.765801,2.898197,113.054932,-25.387785,18.991297,114.319672,-25.450352,18.397991,100.481728,-16.800421,0.810567,87.366386,-6.575026,-13.00802,100.988945,-18.652632,-13.700555,88.091759,-9.868085
765,6.375,-12.862629,115.575859,-27.057039,0.944537,106.803604,-20.750341,4.489559,96.492378,-13.468655,17.521147,88.644852,-6.802018,2.891698,113.193771,-25.783461,19.000336,114.46743,-25.762648,18.404697,100.67244,-17.022732,0.899064,87.803986,-6.496946,-12.925085,101.143089,-18.946201,-13.563624,88.221428,-10.242543
766,6.383,-12.872572,115.709595,-27.371714,0.874636835,108.4258393,-21.23460194,4.498139,96.693764,-13.681921,17.540066,88.986694,-6.873395,2.88452,113.338593,-26.139376,18.994507,114.618195,-26.040247,18.401289,100.835732,-17.252892,0.956124,88.108101,-6.547532,-12.886482,101.277588,-19.240372,-13.437396,88.314178,-10.572491
767,6.391,-12.886908,115.839005,-27.661833,0.903547524,106.581671,-21.72705238,4.506657,96.873062,-13.929812,17.548071,89.270874,-6.966881,2.89268,113.493088,-26.50131,18.992271,114.781151,-26.327738,18.394289,100.993027,-17.497135,0.932524,88.379082,-6.687966,-12.842772,101.41922,-19.537943,-13.321702,88.402191,-10.948822
768,6.4,-12.91629,115.999779,-27.98995,0.905552896,105.1899567,-22.26505191,4.484793,97.01712,-14.2672,17.5693,89.615601,-7.064335,2.898838,113.687431,-26.896721,18.984486,114.966217,-26.655411,18.397264,101.171768,-17.796009,0.930887,88.617554,-6.917703,-12.798972,101.576424,-19.875124,-13.192521,88.497772,-11.412741
769,6.408,-12.937238,116.152809,-28.289001,0.915256352,103.9580252,-22.72421235,4.51733,97.171272,-14.567867,17.539099,89.868301,-7.248193,2.904289,113.868782,-27.234188,19.016209,115.117073,-26.898682,18.385094,101.319183,-18.058825,0.922966,88.822548,-7.149621,-12.77776,101.719688,-20.198877,-13.092478,88.566246,-11.855841
770,6.416,-12.965936,116.312408,-28.552679,0.937793214,105.1452085,-23.15792261,4.533514,97.300728,-14.879826,17.510553,90.075935,-7.423772,2.899036,114.056244,-27.55295,19.018114,115.273415,-27.162653,18.384205,101.461922,-18.339134,0.904569,88.978439,-7.454911,-12.754725,101.873383,-20.529606,-12.982999,88.625145,-12.302775
771,6.424,-12.975913,116.479858,-28.827623,0.957094774,105.8605017,-23.55588152,4.530319,97.41684,-15.224268,17.514982,90.30661,-7.651468,2.895871,114.255402,-27.845436,18.999855,115.461327,-27.415203,18.376877,101.600601,-18.636469,0.888813,89.107094,-7.785172,-12.73955,102.003326,-20.859058,-12.878424,88.675514,-12.787654
772,6.433,-12.985483,116.67775,-29.119373,0.981558607,107.4513229,-23.970414,4.536418,97.53643,-15.634586,17.456186,90.489044,-7.92727,2.888832,114.486313,-28.150103,18.972717,115.685204,-27.687782,18.36903,101.757645,-18.986132,0.868843,89.21785,-8.197515,-12.740567,102.152191,-21.241301,-12.781516,88.721481,-13.343308
773,6.441,-12.957196,116.886055,-29.396984,1.017129779,108.2931767,-24.31400436,4.490028,97.611595,-15.992734,17.430807,90.638481,-8.224584,2.885107,114.670769,-28.40263,18.969698,115.873444,-27.92635,18.363165,101.882874,-19.302412,0.839806,89.308929,-8.576386,-12.738955,102.268745,-21.580353,-12.71707,88.769279,-13.88767
774,6.45,-12.935103,117.109802,-29.667887,1.041084,107.68998,-24.700277,4.495616,97.67527,-16.41485,17.460896,90.781387,-8.567219,2.887776,114.865898,-28.686527,18.981167,116.056946,-28.148252,18.364948,102.017082,-19.668762,0.820252,89.352509,-9.065116,-12.746656,102.417198,-21.97035,-12.638415,88.801697,-14.517639
775,6.458,-12.932761,117.322777,-29.883743,1.023416,107.746292,-25.148106,4.470363,97.727875,-16.836069,17.378233,90.838745,-8.944721,2.876714,115.045891,-28.951836,18.969095,116.248909,-28.353878,18.367439,102.119766,-20.011087,0.813706,89.375778,-9.533978,-12.742252,102.548149,-22.320332,-12.587852,88.822197,-15.079832
776,6.466,-12.93135,117.530144,-30.072475,0.981646,107.833466,-25.625038,4.471851,97.764374,-17.267815,17.366959,90.897949,-9.322393,2.87804,115.23526,-29.223213,18.940922,116.465546,-28.568066,18.376863,102.223,-20.362919,0.803307,89.373955,-10.046471,-12.736316,102.678215,-22.667192,-12.549977,88.844223,-15.66737
